Date,Content,Comment
2026-01-10,,Most of your objection boils down to its impact on the field which is acknowledged. The sentiment behind the film can be profound but the simple reality is that Welles made this film at a time where the techniques simply did not exist and it suffers a lot for that. It meanders and Welles knew it meandered so much he added the bird to sqwawk people awake. I can appreciate that some people genuinely enjoy and get something out of watching it but for me it's just a piece of history about the development of cinema.
